Image Name,Comment,Is_English
txt/aespa3.txt,JAW ON THE FLOOR,True
txt/aespa3.txt,winter❤️,True
txt/aespa3.txt,Song of the year 🔥😍,True
txt/aespa3.txt,"ngl this choreo feels like it was literally made for Giselle, goddamn she ATE",True
txt/aespa3.txt,I love y’all’s outfits 😍😍,True
txt/aespa3.txt,YES GISELLE!! YES!!! TELL EM'!!!!!!,True
txt/aespa3.txt,SM better let them wear this outfit and hairstyle for music show bcs they ATE,True
txt/aespa3.txt,bro giselle… yeah she owning this comeback i fear,True
txt/aespa3.txt,"What amazing comeback, congratulations girls.",True
txt/aespa3.txt,WINTER?? TU TÁ UMA DEUSA MULHER,True
txt/aespa3.txt,Their dance more sharper and more synchronise! Props for them! 👏🏼👏🏼 Hardwork and practice really paid off 🙌🏼❤️,True
txt/aespa3.txt,AOWNEIWNSHWOSBWIW ADUHHH CAKEP BGTTT SMUA NYA INI,True
txt/aespa3.txt,aespa the best 💙,True
txt/aespa3.txt,Winter &karina popping is the pest honestly,True
txt/aespa3.txt,Love the outfit😍,True
txt/aespa3.txt,Armageddon or Armageddon generally refers to the end of times or a major and devastating apocalyptic disaster in various religions and cultures. This word can also refer to a major defeat. #freepalestine,True
txt/aespa3.txt,The siren in the backkkk,True
txt/aespa3.txt,This is Giselle era for sure😭,True
txt/aespa3.txt,Best believe I'm stealing that brown fit,True
txt/aespa3.txt,This is Giselle's Era and we're here for it!!,True
txt/aespa3.txt,this is my religion,True
txt/aespa3.txt,Can I say that I love Giselle s hairstyle here!,True
txt/aespa3.txt,That’s the squad right here,True
txt/aespa3.txt,I can’t breathe ningning,True
txt/aespa3.txt,and if I say giselle kinda ate up the dancers of the group??,True
txt/aespa3.txt,"Ugh, you guys fire it",True
txt/aespa3.txt,ate asl,True
txt/aespa3.txt,The new album is soooo boring 😭,True
txt/aespa3.txt,outfits slayed a lil to hard 😭😍,True
txt/aespa3.txt,This giselle is hitting different 🖤,True
txt/aespa3.txt,GISSELEEEEE ESTA IMPECAVEEEL,True
txt/aespa3.txt,Karina's body pop hits si hard 😭❤️,True
txt/aespa3.txt,THIS IS GIGI’S ERA I COULDN’T STOP LOOKING AT HER,True
txt/aespa3.txt,BRO THIS IS LEGIT,True
txt/aespa3.txt,"Smart people will blame SM,",True
txt/aespa3.txt,Why winter clothe?,True
txt/aespa3.txt,karina’s rap in the beginning of armageddon was too good,True
txt/aespa3.txt,Aespa can’t be two!,True
txt/aespa3.txt,Wish Giselle use thus hairstyle too on comeback stage,True
txt/aespa3.txt,I love to see.. Giselle get so much love...,True
txt/aespa3.txt,You are too perfect❤️,True
txt/aespa3.txt,Those were probably up cycled pants turned into warmers neat!!,True
txt/aespa3.txt,I wanted to see more rap from Giselle but that didnt happen😭 still proud of our queens tho x,True
txt/aespa3.txt,Giselle and Ningning are so in sync😩🔥🔥,True
txt/aespa3.txt,Love this bangeerrr🔥🔥🔥,True
txt/aespa3.txt,winter🔥🔥🔥,True
txt/aespa3.txt,they all slayed,True
txt/aespa3.txt,"LHAA, PDHL GUEE BRU CANDU AMA SUPERNOVAA, CANDU LAGI AMA AMARGEDDON 😭😭😭",True
txt/aespa3.txt,The siren part is on fire!!!!,True
txt/aespa3.txt,the bounce!😫✨,True
txt/aespa3.txt,winter's move OMG addicted 😭🔥,True
txt/aespa3.txt,Winter dance is so detail. Im obsessed!!,True
txt/aespa3.txt,CAKEUP BGT OUTFITNYA,True
txt/aespa3.txt,Ningning so suitable with wet hair 😍,True
txt/aespa3.txt,This Music 🥺🥺,True
txt/aespa3.txt,Giselle chest move is really detailed ❤️,True
txt/aespa3.txt,Aespabounce too strong,True
txt/aespa3.txt,JIJEELLL CANTIKK BANGEEETTTTT SKSKSKSK,True
txt/aespa3.txt,Why does the background look like coralines other mother😭,True
txt/aespa3.txt,GISELLE MY BIASSSSS (BTW I LOVE HOW ALL THESE COMMENTS ARE ABT HER😭SHES SO ICONIC),True
txt/aespa3.txt,GISELLE ERA INIMAH 😍🔥🔥,True
txt/aespa3.txt,GUESS WHAT I'M GAY NOW,True
txt/aespa3.txt,"giselle dance is improve so much in this comeback. so satisyfying to watch, she really hard working for it. so proud ❤❤❤",True
txt/aespa3.txt,How dare you girls released SOTY😭,True
txt/aespa3.txt,What the- GIGI?????😍😍😍,True
txt/aespa3.txt,This is so addictive 💕😭🎧,True
txt/aespa3.txt,best aespa song maybe🫣🫣🫣 sorry next level and illusion,True
txt/aespa3.txt,The outfits reminds me of one piece egghead arc 😅,True
txt/aespa3.txt,Karina moves are so clean omg 🤌,True
txt/aespa3.txt,This dance 😍,True
txt/aespa3.txt,Winter ate this chero graph aahhh she's so preety,True
txt/aespa3.txt,"BECAUSE I WANT TO SEE IT, I WANT TO SEE IT TRULY🖤",True
txt/aespa3.txt,Slayed so hard 👏🖤 And yess Giselle your outfit 🔥,True
txt/aespa3.txt,Gorgeous,True
txt/aespa3.txt,Winter's bounce is on another level,True
txt/aespa3.txt,GISELLE THIS IS YOUR ERA DEFINITELY 🔥🔥🔥❤️❤️❤️,True
txt/aespa3.txt,Who is the girl with orange hair ?,True
txt/aespa3.txt,My type😭😭😭🥶🥶🥹🥹,True
txt/aespa3.txt,Song of the year😍,True
txt/aespa3.txt,@sulin10304_owo,True
txt/aespa3.txt,boycot,True
txt/aespa3.txt,Can I use your song?,True
txt/aespa3.txt,Addict bgt sii,True
txt/aespa3.txt,IMA GET IT DONE~,True
txt/aespa3.txt,The movements so smooth😍,True
txt/aespa3.txt,I LOVE THIS SONG SOMUCH,True
txt/aespa3.txt,"there were few lines for Giselle, because she is always Karina.",True
txt/aespa3.txt,mothers fr,True
txt/aespa3.txt,the synchronization????,True
txt/aespa3.txt,GIGI CANTIK SEKALI OMGGGGGG😍😍😍,True
txt/aespa3.txt,This is too good 😭💕,True
txt/aespa3.txt,Choreo is LIT🔥💯 it's like they're glitching. AESPA never disappoints ❤️,True
txt/aespa3.txt,GISELLEEEEE ILY,True
txt/aespa3.txt,This Era is completely Giselle's like girls eating up the concept and the looks🔥❤️,True
txt/aespa3.txt,It reminds me of Itzy tho,True
txt/aespa3.txt,NEED THIS WET HAIR LOOK ON MUSHOW 😍,True
txt/aespa3.txt,Giselle so pretty with this clothes🙌,True
txt/aespa3.txt,Everyone is so beautiful and so is their comeback🔥🔥,True
txt/aespa3.txt,THE WET HAIR LOOK IS GIVING,True
txt/aespa3.txt,Everyone's outfits are here are so good,True
txt/aespa3.txt,"Honestly coming from a blink, aespa is the only group that can get close to BP level",True
txt/aespa3.txt,stop karina and ningning from stealing all giselle's rapping possibilities please,True
txt/aespa3.txt,They are the STANDARD🔥,True
txt/aespa3.txt,COLOCARAM MEL DO AMOR NO MV,True
txt/aespa3.txt,Armageddon the bestttt 😍🔥,True
txt/aespa3.txt,FINALLY RAMBUT GIGI DI IKETT CANTIKK BANGETTT😭🙌,True
txt/aespa3.txt,Fell in love with giselle 😭😭😭😭😭,True
txt/aespa3.txt,Winter’s isolations are no jokeeee😍,True
txt/aespa3.txt,THIS ALBUM IS A BANGERRRR,True
txt/aespa3.txt,They deserve the world 👏,True
txt/aespa3.txt,"Thank u SM 3.0 🔥🔥🔥, this comeback so amazing 🔥🔥🔥",True
txt/aespa3.txt,winter😍😍😍😍,True
txt/aespa3.txt,THE BEST OF THE BEST GIRLGROUP EVER,True
txt/aespa3.txt,WOYY GISELLEEEEEE????? APA MAKSUDNYA COBA??? CANTIK BGT!?!!!;;😭😭,True
